,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,45.0,57.66,41.56,40.13,45.11,63.52,45.09,59.44
1,2018 General,36.63,53.77,34.11,30.74,41.27,57.81,35.37,53.57
