,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,0.0,64.47,60.0,0.0,50.0,81.34,64.71,73.67
1,2018 General,0.0,64.15,71.43,0.0,44.44,81.89,53.57,73.49
