,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,43.1,63.15,53.85,60.0,42.86,73.89,61.38,70.7
1,2018 General,43.86,59.83,39.55,66.67,28.57,72.27,47.79,67.83
