,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,83.33,71.84,50.0,50.0,69.23,72.89,65.12,71.97
1,2018 General,57.14,66.11,47.06,75.0,55.56,68.53,53.06,66.52
