,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,55.56,55.79,53.12,71.43,20.0,65.52,43.33,63.65
1,2018 General,57.89,56.92,36.67,50.0,35.29,62.45,32.97,60.38
