,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,44.36,52.28,39.9,38.38,40.37,59.12,42.56,54.22
1,2018 General,39.98,51.88,34.24,29.93,38.27,55.5,33.76,51.41
