,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,36.25,51.07,37.33,80.0,36.59,55.86,39.69,52.02
1,2018 General,47.44,49.31,29.78,52.94,38.82,53.16,30.49,48.24
