,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,75.0,56.93,44.12,50.0,62.5,71.39,50.0,66.68
1,2018 General,20.0,55.25,22.22,0.0,33.33,70.71,42.03,65.2
