,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,54.84,51.85,38.81,50.0,43.9,70.99,50.14,63.95
1,2018 General,50.0,53.55,32.26,33.33,40.0,70.4,29.57,62.43
