,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,39.47,53.04,42.74,33.33,37.14,70.36,50.68,66.02
1,2018 General,36.59,54.2,37.04,50.0,38.89,69.03,28.01,63.37
