,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,85.71,64.17,60.38,50.0,56.25,70.37,41.7,68.29
1,2018 General,57.89,62.2,47.06,66.67,69.57,66.71,32.78,64.76
