,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,44.44,57.69,32.43,50.0,40.0,70.09,44.36,65.48
1,2018 General,26.83,54.99,23.17,33.33,41.46,65.11,40.3,61.01
