,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,22.73,63.56,75.0,25.0,45.83,75.19,52.16,68.82
1,2018 General,23.81,63.38,53.12,50.0,57.89,75.26,34.94,67.87
