,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,38.36,48.57,51.72,66.67,33.33,72.45,44.55,61.71
1,2018 General,18.46,48.51,42.19,33.33,28.95,70.36,32.05,59.84
