,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,40.74,55.11,31.97,0.0,54.65,70.57,45.86,62.06
1,2018 General,43.82,56.4,28.39,50.0,51.35,71.11,38.96,62.52
