,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,49.61,56.46,35.98,50.0,45.97,68.3,54.04,63.41
1,2018 General,44.19,54.99,29.32,40.0,45.83,64.8,42.48,59.86
