,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,46.49,60.16,58.67,64.29,62.5,73.33,55.89,70.96
1,2018 General,31.98,56.53,45.08,38.46,48.74,64.72,36.59,60.9
