,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,51.67,60.55,49.18,51.25,49.01,66.0,46.16,62.62
1,2018 General,44.27,62.46,43.41,48.08,49.23,63.8,39.43,60.74
