,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,51.04,55.62,47.89,47.62,42.73,67.44,47.74,62.52
1,2018 General,46.51,54.05,37.95,34.21,49.08,62.46,37.05,57.81
