,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,52.78,55.86,31.65,16.67,42.5,64.72,48.13,62.68
1,2018 General,37.5,55.57,24.68,40.0,33.96,61.07,36.33,58.32
