,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,44.03,58.13,52.53,52.63,54.76,73.54,58.59,69.03
1,2018 General,36.62,56.66,44.01,44.23,52.71,67.64,46.36,62.47
