,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,60.0,59.14,30.61,100.0,50.0,72.67,61.4,68.95
1,2018 General,18.18,60.34,39.06,75.0,35.71,71.75,31.38,67.01
