,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,56.69,66.15,60.22,44.74,58.65,70.67,58.58,68.45
1,2018 General,43.54,63.72,45.73,36.63,52.55,60.12,45.51,58.97
