,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,46.19,59.69,43.35,40.51,45.18,60.06,43.6,57.78
1,2018 General,38.81,59.06,38.15,39.68,45.32,57.62,33.54,54.94
