,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,25.0,50.0,36.76,0.0,62.5,67.54,44.71,64.04
1,2018 General,33.33,52.75,25.0,100.0,53.33,61.35,31.58,57.58
