,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,45.45,57.22,40.0,80.0,33.33,73.68,52.74,67.49
1,2018 General,22.73,56.08,36.67,40.0,36.84,69.74,26.54,62.01
