,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,44.7,51.3,48.18,51.61,37.43,67.38,47.93,63.67
1,2018 General,38.46,51.42,40.75,37.5,32.42,62.21,32.97,57.92
