,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,0.0,61.06,33.33,0.0,0.0,74.52,63.27,73.19
1,2018 General,0.0,53.51,0.0,100.0,16.67,71.13,40.98,68.71
