,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,70.0,62.43,33.33,100.0,33.33,76.37,63.64,69.56
1,2018 General,22.22,50.41,33.33,0.0,33.33,60.51,35.82,55.0
