,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,52.33,47.04,44.03,69.23,46.31,61.0,54.1,59.77
1,2018 General,44.44,48.05,43.23,60.0,44.74,56.49,39.87,54.12
