,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,42.28,49.79,45.94,0.0,55.24,70.59,43.86,63.29
1,2018 General,39.07,48.04,33.61,25.0,46.23,67.56,41.87,60.27
