,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,56.25,65.84,54.72,85.71,66.67,77.17,57.69,74.21
1,2018 General,35.0,61.85,38.89,76.92,71.05,73.02,42.17,68.72
