,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,100.0,69.66,50.0,0.0,25.0,80.35,61.54,73.46
1,2018 General,100.0,76.9,28.57,0.0,50.0,78.52,59.52,76.55
