,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,71.5,68.66,65.86,73.68,65.67,74.24,71.52,73.27
1,2018 General,58.22,66.27,54.83,51.46,58.45,66.79,59.69,64.29
