,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,61.13,75.34,65.13,57.69,65.34,74.65,64.24,73.06
1,2018 General,49.15,74.55,54.74,46.38,60.11,70.21,58.12,68.78
