,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,65.52,63.72,60.98,75.0,58.54,74.84,61.67,72.87
1,2018 General,48.65,65.9,55.32,71.43,46.81,72.1,52.96,70.06
