,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,50.0,60.6,61.11,0.0,25.0,74.15,66.67,70.7
1,2018 General,33.33,63.22,48.0,0.0,66.67,75.96,51.02,72.36
