,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,75.0,61.82,0.0,0.0,50.0,74.09,50.0,69.98
1,2018 General,57.14,57.76,0.0,50.0,71.43,73.65,32.99,67.96
