,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,60.86,62.38,61.61,56.59,60.44,72.9,46.92,67.81
1,2018 General,52.67,61.14,50.79,46.19,56.06,66.06,39.93,62.0
