,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,60.0,36.67,48.57,56.25,67.39,68.09,62.4,67.72
1,2018 General,59.09,36.0,53.26,48.15,60.71,63.24,51.44,62.47
