,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,38.71,31.96,44.79,37.5,48.15,63.99,49.6,61.96
1,2018 General,37.5,31.52,37.38,50.0,42.5,58.6,36.79,55.9
