,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,62.5,53.79,32.26,0.0,66.67,73.93,50.0,68.23
1,2018 General,33.33,55.86,23.53,50.0,70.0,70.04,40.71,65.55
