,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,41.11,50.2,39.33,37.5,38.0,64.09,47.83,61.79
1,2018 General,44.44,46.22,40.66,50.0,37.93,58.89,30.28,55.74
