,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,44.62,49.33,55.84,100.0,33.33,69.22,56.88,67.15
1,2018 General,34.48,46.94,39.74,50.0,43.9,64.54,32.22,61.19
