,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,47.8,64.5,58.18,43.75,40.0,70.45,49.26,67.12
1,2018 General,38.64,63.16,55.04,25.0,41.41,70.93,35.78,65.9
