,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,40.28,54.61,43.33,50.0,60.0,68.22,53.0,66.77
1,2018 General,32.56,49.93,45.59,35.29,50.91,60.74,34.72,58.57
