,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,42.11,55.79,41.38,0.0,47.62,73.58,45.49,67.28
1,2018 General,41.18,57.77,30.43,0.0,22.73,69.01,30.56,62.2
