,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,48.62,54.88,50.83,62.07,44.15,68.41,51.46,64.28
1,2018 General,37.82,51.29,40.36,22.67,42.38,60.81,42.72,57.02
