,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,49.06,59.97,59.51,50.0,52.17,66.98,53.3,64.88
1,2018 General,46.77,60.05,46.18,33.9,48.17,62.64,40.32,59.51
