,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,66.67,63.88,25.0,0.0,100.0,75.83,40.62,68.18
1,2018 General,43.75,60.58,40.0,0.0,100.0,72.37,29.03,63.89
