,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,33.33,63.3,50.0,50.0,28.57,74.94,52.04,69.45
1,2018 General,45.45,61.39,54.55,50.0,20.0,72.93,45.38,67.05
