,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,75.0,61.59,50.0,0.0,100.0,80.57,64.29,69.92
1,2018 General,50.0,58.55,100.0,0.0,50.0,73.13,35.0,63.8
