,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,39.22,55.28,41.88,33.33,51.56,67.55,46.22,61.95
1,2018 General,29.55,53.56,32.73,41.67,41.27,63.75,40.19,58.62
