,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,51.97,61.2,57.29,60.0,54.47,70.64,57.67,67.51
1,2018 General,43.71,61.0,45.06,54.0,52.86,65.22,46.24,61.75
