,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,33.33,57.61,23.81,100.0,61.9,70.06,50.75,62.98
1,2018 General,26.09,61.51,30.19,33.33,53.33,74.38,44.31,66.68
