ELECTION TYPE/YEAR,CENTRALHATCHEE,COOKSVILLE - CORINTH,ENON GROVE,EPHESUS,FRANKLIN,SOUTHWEST,TOTAL
2018 General,63.12,48.41,52.8,59.56,55.14,61.36,57.31
