ELECTION TYPE/YEAR,ALLATOONA,CARTERSVILLE EAST,CARTERSVILLE WEST,CASSVILLE,CENTER,EMERSON,EUHARLEE,FOLSOM,KINGSTON,MISSION ROAD,PINE LOG,TAYLORSVILLE,WHITE,ZENA DRIVE,WOODLAND,88888,99999,TOTAL
2018 General,44.52,51.26,59.32,52.71,58.49,54.12,55.19,62.66,57.6,58.25,64.2,60.28,59.82,43.66,53.57,0.0,0.0,54.15
