ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,36.17,36.62,0.00,36.41
2016 Primary,45.66,47.79,100.0,46.84
2016 Primary Runoff,0.98,0.78,0.00,0.87
2016 General,63.90,70.76,0.00,67.64
2018 Primary,19.35,20.88,0.00,20.18
2018 Primary Runoff,15.68,13.57,0.00,14.52
2018 General,62.73,67.09,25.00,65.07
