ELECTION TYPE/YEAR,PLAINVILLE,SONORAVILLE,PINE CHAPEL,OOSTANAULA,OAKMAN,GORDON COUNTY,CALHOUN CITY,LILY POND,FAIRMOUNT,RED BUD,RESACA,TOTAL
2018 General,54.67,59.46,59.93,63.87,53.65,52.83,51.99,57.8,60.5,58.5,55.37,55.55
