ELECTION TYPE/YEAR,CARVER/MACK,ST JOHN/BELVEDERE,BRITT DAVID,ST. PETER,CORNERSTONE,COLUMBUS TECH,ST MARK/HEIFERHORN,WYNNBROOK,CUSSETA RD,OUR LADY OF LOURDES,MT PILGRIM,FAITH TABERNACLE,FORT/WADDELL,ROTHSCHILD,GENTIAN/REESE @LDS,ST PAUL/CLUBVIEW,MOON/MORNINGSIDE,ST ANDREWS/MIDLAND,SALVATION ARMY,FIRST AFRICAN,EPWORTH UMC,MARIANNA GALLOPS,EDGEWOOD BAPTIST,PSALMOND/MATHEWS,88888,99999,TOTAL
2018 General,45.1,54.83,50.77,55.31,50.62,35.06,63.27,66.95,35.11,31.79,51.89,51.74,44.7,47.73,50.69,56.82,51.57,54.26,51.66,36.37,42.76,33.73,51.03,61.55,41.18,0.38,48.61
