ELECTION TYPE/YEAR,J E A,CENTRAL CHURCH OF,GRACE UNITED,IMMANUEL BAPTIST,ST. THOMAS EPISCOPAL,ISLE OF HOPE BAPTIST,THE SANCTUARY,ST LUKE CHURCH,FERGUSON AVE BAPTIST,ISLANDS CHRISTIAN CH,BLACKSHEAR,W W LAW CENTER,FELLOWSHIP OF LOVE,HOLY SPIRIT LUTHERAN,ELI WHITNEY COMPLEX,ELI WHITNEY COMPLEX,CHRIST COMMUNITY,SALVATION ARMY,STILLWELL TOWERS,WILLIAMS COURT APTS,OLD COURTHOUSE,ROSE OF SHARON,SAVANNAH HIGH SCHOOL,FIRST AFRICAN BAPTIST,ALDERSGATE YOUTH,JENKINS HIGH SCHOOL,COKESBURY METHODIST,BIBLE BAPTIST CHURCH,SOUTHSIDE BAPTIST CH,THUNDERBOLT MUN,NEW COV 7 DAY ADV CH,OGLETHORPE CHARTER,FRANK MURRAY,LIGHTHOUSE BAPTIST,SAINT FRANCIS,FIRST BAPTIST CHURCH,WILMINGTON ISLAND,WILMINGTON ISLAND,GUARD HOUSE COMM,TYBEE IS SCH CAFE,ST PETERS EPISCOPAL,SKID IS PRES CHURCH,SKID METHODIST CH,SKIDAWAY ISLAND STAT,BARTLETT MIDDLE,SENIOR CITIZEN CENTER,BUTLER PRESBYTERIAN,LIBERTY CITY,SEED CHURCH,ELKS LODGE,SAVANNAH PRIMITIVE,JONESVILLE BAPT CH,LARGO-TIBET ELEMENTA,WHITE BLUFF,WINDSOR FOREST,CRUSADER COMMUNITY,WINDSOR HALL,THE LIGHT CHURCH,SAVANNAH COMMONS,TRINITY LUTHERAN,GEORGETOWN,BAMBOO FARMS,GARDEN CITY SENIOR,PB EDWARDS,LAKE SHORE COMMUNITY,WOODLAWN BAPTIST,POOLER CITY HALL,ROTHWELL BAPTIST,BLOOMINGDALE,SAVANNAH HOLY,PROGRESSIVE REC CTR,SEVENTH DAY ADV CHR,POOLER CHURCH,SOUTHSIDE FIRE,COASTAL CATHEDRAL,RICE CREEK SCHOOL,CIVIC CENTER,HELLENIC CENTER,SILK HOPE BAPTIST,WEST BROAD STREET,TOMPKINS RECREATION,WOODVILLE-TOMPKINS,RESURRECTION OF OUR,MOSES JACKSON,CARVER HEIGHTS COMM,BUTLER ELEMENTARY SC,BEACH HIGH SCHOOL,SAVANNAH CHRISTIAN S,GARDEN CITY REC CTR,88888,99999,TOTAL
2018 General,57.79,64.91,59.16,42.1,73.81,71.83,58.42,65.17,58.13,61.5,38.2,42.27,42.85,46.69,37.69,71.16,48.58,45.35,43.66,42.35,49.26,51.85,38.3,46.84,44.19,55.24,69.85,50.94,47.53,56.94,41.28,55.23,53.91,59.86,63.74,66.11,56.6,67.1,65.96,61.64,72.04,74.19,74.82,72.98,46.85,36.25,41.93,56.09,35.57,41.41,48.31,45.87,44.47,48.32,66.3,59.31,50.89,46.87,45.29,51.55,54.1,41.58,46.99,47.47,48.38,42.89,45.22,43.33,46.29,42.63,42.85,40.28,45.52,63.55,47.84,50.21,28.85,43.85,45.44,33.89,42.27,46.71,44.53,46.29,46.25,60.89,35.37,30.3,40.45,0.0,0.0,50.4
