ELECTION TYPE/YEAR,MATTHEWS,WRENS,LOUISVILLE,WADLEY,BARTOW,STAPLETON,AVERA,88888,99999,TOTAL
2018 General,67.39,61.84,62.1,60.08,65.29,60.53,63.94,100.0,0.0,62.1
