ELECTION TYPE/YEAR,CAIRO 4TH DISTR,CAIRO 5TH DISTR,DUNCANVILLE,HIGDON,LIMESINK,MIDWAY,PINE PARK,RAGAN,SPENCE,SPRING HILL,WHIGHAM,WOODLAND,TOTAL
2018 General,50.83,54.11,66.17,58.5,61.74,58.47,53.27,63.9,58.87,67.94,53.39,61.02,56.83
