ELECTION TYPE/YEAR,ALTAMAHA 1,ALTAMAHA 2,BLACKBURN 1,BLACKBURN 2,WHITEHEAD 1,WHITEHEAD 2,OCMULGEE 1,OCMULGEE 2,TOTAL
2018 General,60.69,69.05,46.0,62.64,53.64,62.07,61.07,62.17,59.94
